zincid;molecular_formula;binding_energy;charge;2D;binding_energy AD4;standard deviation
ZINC000169319476;C33H3N6O8;-10,6;-1;img/ZINC000169319476.jpg;-5,08;0,45
ZINC000257203265;C26H4N8O3;-10,9;0;img/ZINC000257203265.jpg;-5,7;0,4
ZINC000512189356;C18H3N7O4;-10,7;0;img/ZINC000512189356.jpg;-3,86;0,05
ZINC000029124586;C22H5N7O4;-10,1;1;img/ZINC000029124586.jpg;-5,8;0,15
ZINC000040423829;C17H6N6O7S;-10,3;0;img/ZINC000040423829.jpg;-2,32;0,15
ZINC001182829982;C21H2N7O5;-10,6;0;img/ZINC001182829982.jpg;-5,28;0,2
ZINC000737588417;C16H2FN9O3;-10,3;0;img/ZINC000737588417.jpg;-5,05;0,15
ZINC001173807097;C17H4FN5O4;-10,3;0;img/ZINC001173807097.jpg;-4,43;0,36
ZINC001147224101;C15H3N7O8P;-11,5;-1;img/ZINC001147224101.jpg;;
ZINC000029128081;C20H3CLIN6O3S;-10,1;0;img/ZINC000029128081.jpg;-5,93;0,16
ZINC000018999111;C17H2BRN6O5;-10,1;0;img/ZINC000018999111.jpg;-5,25;0,04
ZINC000157199524;C35H2N12O4;-11;0;img/ZINC000157199524.jpg;-4,89;0,42
ZINC000028710235;C21H4N6O7P;-10,2;0;img/ZINC000028710235.jpg;-3,49;0,18
ZINC000003838251;C23HCLN8O3;-10,4;0;img/ZINC000003838251.jpg;-6,17;0,2
ZINC000515341280;C17HF3N6O2;-10,1;0;img/ZINC000515341280.jpg;-6,56;0,04
ZINC000010968963;C22FN6O3;-10,2;0;img/ZINC000010968963.jpg;-5,81;0,02
ZINC001142385631;C23N8O5;-10,9;0;img/ZINC001142385631.jpg;-4,67;0,23
ZINC000547043481;C17HN7O5S;-10,6;0;img/ZINC000547043481.jpg;-3,18;0,18
ZINC000095539840;C39H4N7O7S;-10,4;1;img/ZINC000095539840.jpg;-4,81;0,33
ZINC000027997734;C21HN7O3;-10,1;0;img/ZINC000027997734.jpg;-5,46;0,16
ZINC000009211146;C29HFN7O;-10,2;0;img/ZINC000009211146.jpg;-6,54;0,17
ZINC000034694273;C29N4O5;-10,2;0;img/ZINC000034694273.jpg;-6,52;0,31
ZINC000257212671;C23HN7O4;-10,1;0;img/ZINC000257212671.jpg;-5,31;0,03
ZINC000525606206;C17H3N9O4;-10,3;0;img/ZINC000525606206.jpg;-5,52;0,2
ZINC000020428031;C23CLN7O3S;-10,4;0;img/ZINC000020428031.jpg;-6,91;0,21
ZINC001147581161;C16H2N5O9P;-10,3;-1;img/ZINC001147581161.jpg;-2,92;0,09
ZINC000257256448;C20HN5O7;-10,3;-1;img/ZINC000257256448.jpg;-5,11;0,06
ZINC001292383829;C21H3CLN8O2;-10,4;0;img/ZINC001292383829.jpg;-4,34;0,14
ZINC000015840004;C22HN6O5S;-10,5;0;img/ZINC000015840004.jpg;-2,64;0,27
ZINC000544861338;C18HN7O5S;-10,5;0;img/ZINC000544861338.jpg;-2,9;0,05
ZINC000009153000;C24HN6O2;-10,1;0;img/ZINC000009153000.jpg;-6,27;0,09
ZINC001159186375;C21H4N7O2;-10,2;0;img/ZINC001159186375.jpg;-5,85;0,51
ZINC000029128108;C20HN6O6S;-10,1;0;img/ZINC000029128108.jpg;-4,73;0,11
ZINC000049109425;C21H7N8O6;-11,1;0;img/ZINC000049109425.jpg;-3,33;0,54
ZINC000750440662;C21H2N6O8;-11;0;img/ZINC000750440662.jpg;-4,87;0,14
ZINC000023386101;C18HN6O5;-10,5;0;img/ZINC000023386101.jpg;-3,94;0,07
ZINC000497586179;C20FN5O4;-10,1;0;img/ZINC000497586179.jpg;-5,29;0,05
ZINC000826477835;C17H3N10O;-10,2;0;img/ZINC000826477835.jpg;-6,19;0,06
ZINC000095550170;C22H10N11O17P3;-11;-2;img/ZINC000095550170.jpg;;
ZINC000028570167;C29H6N7O7;-11,1;0;img/ZINC000028570167.jpg;-5,71;0,33
ZINC001115877782;C23N6O5;-11,5;0;img/ZINC001115877782.jpg;-4,98;0,09
ZINC000051439150;C17H4FN6O4;-10,2;0;img/ZINC000051439150.jpg;-4,22;0,22
ZINC000017538482;C25N5O4;-10,3;0;img/ZINC000017538482.jpg;-5,37;0,16
ZINC000064965885;C27H2FN5O4;-10,3;0;img/ZINC000064965885.jpg;-6,17;0,07
ZINC001252820264;C19H3N6O6S;-10,4;-1;img/ZINC001252820264.jpg;-3,44;0,25
ZINC000257249549;C24H6F3N9O3;-10,7;0;img/ZINC000257249549.jpg;-4,27;0,32
ZINC000856677026;C18H2N7O4;-10,4;0;img/ZINC000856677026.jpg;-5,42;0,18
ZINC000020556989;C23HCLN6O;-10,8;0;img/ZINC000020556989.jpg;-6,88;0,19
ZINC000299835388;C31H4N6O3;-10,5;0;img/ZINC000299835388.jpg;-6,84;0,14
ZINC000029128106;C29HN5O4;-12,5;0;img/ZINC000029128106.jpg;-7,42;0,24
ZINC000816200200;C17N8O5S;-10,2;-1;img/ZINC000816200200.jpg;-2,85;0,11
ZINC000010233908;C23H2N7O3;-10,5;1;img/ZINC000010233908.jpg;-6,69;0,03
ZINC000001218916;C33HN5O4;-11,1;0;img/ZINC000001218916.jpg;-6,75;0,06
ZINC000785071490;C17H2N7O6;-10,5;0;img/ZINC000785071490.jpg;-3,36;0,1
ZINC000606407706;C18H3N9O3;-10,3;0;img/ZINC000606407706.jpg;-6,18;0,36
ZINC000750807515;C19H3N6O6;-10,9;0;img/ZINC000750807515.jpg;-4,37;0,2
ZINC001245887650;C15H3N6O2;-10,1;0;img/ZINC001245887650.jpg;-4,73;0,03
ZINC000028137036;C26HFN6O4;-10,6;0;img/ZINC000028137036.jpg;-6,54;0,24
ZINC000049746148;C35H4CLN9O5;-10,3;-1;img/ZINC000049746148.jpg;-5,03;0,33
ZINC000916821460;C17N6O6S;-10,5;-1;img/ZINC000916821460.jpg;-4,86;0,05
ZINC000762201254;C18N9O3;-10,2;0;img/ZINC000762201254.jpg;-4,69;0,13
ZINC000028131629;C27HF3N6O4;-11;0;img/ZINC000028131629.jpg;-5,88;0,19
ZINC001171137828;C19H2N8;-10,4;0;img/ZINC001171137828.jpg;-6,08;0,06
ZINC000013834775;C24H4N5O4;-10,2;0;img/ZINC000013834775.jpg;-5,28;0,25
ZINC001174673161;C20HF3N6O3;-10,2;0;img/ZINC001174673161.jpg;-5,7;0,16
ZINC000102579476;C24HN5O8S;-10,9;0;img/ZINC000102579476.jpg;-4,7;0,16
ZINC000169341165;C36H2N7O5;-10,5;-1;img/ZINC000169341165.jpg;-6,34;0,21
ZINC000084729096;C28N4O9;-10,3;0;img/ZINC000084729096.jpg;-5,72;0,41
ZINC000034693506;C26FN4O2;-10,2;0;img/ZINC000034693506.jpg;-5,81;0,2
ZINC000101411157;C28H3FN9O3;-10,8;0;img/ZINC000101411157.jpg;-5,05;0,11
ZINC000006651549;C20HN6O;-10,2;-1;img/ZINC000006651549.jpg;-7,09;0
ZINC000095478853;C26H2CLN8O2;-11,7;0;img/ZINC000095478853.jpg;-6,83;0,07
ZINC000029666676;C21N6O6;-10,8;0;img/ZINC000029666676.jpg;-5,13;0,11
ZINC001184017165;C17H4N6O4;-10,3;0;img/ZINC001184017165.jpg;-4,28;0,23
ZINC000096901424;C29H6N6O9P;-11;0;img/ZINC000096901424.jpg;-2,86;0,27
ZINC000299865369;C35HN8O5;-10,6;0;img/ZINC000299865369.jpg;-7,02;0,07
ZINC000257355262;C20H9N10O11P;-10,9;-1;img/ZINC000257355262.jpg;;
ZINC000012405931;C20H5N7O6;-10,3;0;img/ZINC000012405931.jpg;-4,3;0,21
ZINC000498546385;C20H3N8O4;-10,3;0;img/ZINC000498546385.jpg;-3,81;0,12
ZINC001602200658;C15H3CLN5O3;-10,1;-1;img/ZINC001602200658.jpg;-5,17;0,04
ZINC000016617105;C17H2N6O6;-10,6;0;img/ZINC000016617105.jpg;-4,99;0,16
ZINC000301777676;C22HCLN6;-10,4;0;img/ZINC000301777676.jpg;-6,14;0,15
ZINC000021147922;C19HN7O4S2;-10,3;0;img/ZINC000021147922.jpg;-5,69;0,08
ZINC001162062836;C20H2N6O;-10,3;0;img/ZINC001162062836.jpg;-5,77;0,08
ZINC000009211304;C25N6O;-10,7;0;img/ZINC000009211304.jpg;-7,37;0,01
ZINC000101546371;C19HN6O3;-10,1;0;img/ZINC000101546371.jpg;-5,21;0,18
ZINC000008591366;C23HBRN6O;-10,5;0;img/ZINC000008591366.jpg;-7,41;0,04
ZINC000257316182;C27H3N8O4;-10,6;0;img/ZINC000257316182.jpg;-4,91;0,2
ZINC001193499420;C18H2N6O8P;-11,8;-2;img/ZINC001193499420.jpg;-3,63;0,13
ZINC001201927356;C20H5CLN6O5;-10,5;0;img/ZINC001201927356.jpg;-5,37;0,15
ZINC001147292684;C16H3N6O8P;-10,3;-1;img/ZINC001147292684.jpg;-3,15;0,08
ZINC001321894671;C19N6O5S;-10,1;-1;img/ZINC001321894671.jpg;-3,34;0,06
ZINC000049748211;C23H3N5O14P3;-10,7;-4;img/ZINC000049748211.jpg;-3,37;0,3
ZINC001240680800;C19HFN4;-10,6;0;img/ZINC001240680800.jpg;-6,55;0,02
ZINC000545639507;C18N7O5S;-10,3;0;img/ZINC000545639507.jpg;-3,04;0,16
ZINC001181240456;C17H4N7O7P;-10,1;-1;img/ZINC001181240456.jpg;-2,9;0,12
ZINC000257373194;C20H8N10O16P3;-10,7;-3;img/ZINC000257373194.jpg;;
ZINC000009211064;C25HN7O2S;-10,6;0;img/ZINC000009211064.jpg;-7,27;0,15
ZINC001194064627;C16H2N7O7P;-10,2;-1;img/ZINC001194064627.jpg;-3,03;0,11
ZINC000044304961;C27H3N6O5P;-10,4;0;img/ZINC000044304961.jpg;-2,68;0,38
ZINC000018816445;C17N7O5;-10,1;0;img/ZINC000018816445.jpg;-6,86;0,09
ZINC000049695456;C39H6N8O5;-10,6;1;img/ZINC000049695456.jpg;-5,46;0,24
ZINC000534112677;C18H4N8O4;-10,5;0;img/ZINC000534112677.jpg;-4,23;0,09
ZINC000049807886;C25H2N6O11P2;-10,8;-3;img/ZINC000049807886.jpg;-4,53;0,2
ZINC000095602170;C25H3BRFN6O;-10,8;0;img/ZINC000095602170.jpg;-6,53;0,16
ZINC001174988691;C21H2N5O2;-10,1;0;img/ZINC001174988691.jpg;-6,15;0,08
ZINC000826354576;C16H3N10O3;-10,8;0;img/ZINC000826354576.jpg;-4,72;0,22
ZINC000020557025;C27F3N7O;-12,2;0;img/ZINC000020557025.jpg;-6,34;0,13
ZINC000239339028;C38H2N5O6;-10,1;0;img/ZINC000239339028.jpg;-5,53;0,33
ZINC000009152978;C24HN7O2S;-11,8;0;img/ZINC000009152978.jpg;-6,88;0,02
ZINC001160032103;C21H4N8O4;-10,4;0;img/ZINC001160032103.jpg;-4,48;0,66
ZINC000516330167;C19H5N7O5;-11;0;img/ZINC000516330167.jpg;-4,82;0,19
ZINC000029830549;C22CLN8O4;-11,5;0;img/ZINC000029830549.jpg;-6,19;0,16
ZINC001203091476;C19HN7O2;-10,7;0;img/ZINC001203091476.jpg;-6,08;0,13
ZINC000433960542;C21H3N7O4;-10,1;0;img/ZINC000433960542.jpg;-4,83;0,28
ZINC000028710280;C21H2F2N5O8P;-11,4;0;img/ZINC000028710280.jpg;-3,94;0,11
ZINC000612698465;C22HN7O4;-10,5;0;img/ZINC000612698465.jpg;-4,68;0,19
ZINC000257242519;C23H2N7O4;-10,7;0;img/ZINC000257242519.jpg;-5,41;0,22
ZINC000302890158;C18HF3N6S;-10,1;0;img/ZINC000302890158.jpg;-6,05;0,01
ZINC000196198844;C43H2N5O8;-10,9;0;img/ZINC000196198844.jpg;-5,17;0,23
ZINC000100702759;C24H2N12O4;-10,8;0;img/ZINC000100702759.jpg;-4,38;0,19
ZINC000103785954;C29HCLF2N6O5;-10,7;0;img/ZINC000103785954.jpg;-6,22;0,33
ZINC000299837138;C30H4FN6O3;-10,4;0;img/ZINC000299837138.jpg;-6,86;0,16
ZINC001195003608;C17H3FN5O9P;-10,6;-2;img/ZINC001195003608.jpg;-3,55;0,16
ZINC000257279968;C21H2CLN7O4;-10,4;0;img/ZINC000257279968.jpg;-5,48;0,17
ZINC001163547759;C21H2N6O;-10,2;0;img/ZINC001163547759.jpg;-5,33;0,08
ZINC001142385060;C21H2FN7O4;-10,3;1;img/ZINC001142385060.jpg;-5,78;0,11
ZINC000085603218;C20H9N10O17P3;-10,5;-3;img/ZINC000085603218.jpg;;
ZINC001193606192;C17H3CLN5O9P;-10,5;-2;img/ZINC001193606192.jpg;-4,23;0,06
ZINC000791189164;C19H2N8O3;-10,4;0;img/ZINC000791189164.jpg;-5,48;0,1
ZINC001147292683;C16H3N6O8P;-10,5;-1;img/ZINC001147292683.jpg;-3,44;0,2
ZINC001170226110;C17H4FN7O2;-10,1;0;img/ZINC001170226110.jpg;-5,2;0,1
ZINC000004917380;C31H3N5O8;-10,5;0;img/ZINC000004917380.jpg;-4,6;0,28
ZINC000647849772;C21HN8;-10,6;0;img/ZINC000647849772.jpg;-5,32;0,04
ZINC000753331881;C21N5O6;-10,3;0;img/ZINC000753331881.jpg;-4,07;0,16
ZINC000028571208;C28H6CLN7O6;-11,2;0;img/ZINC000028571208.jpg;-6,32;0,18
ZINC000785112396;C19H2N6O6;-10,2;0;img/ZINC000785112396.jpg;-4,2;0,19
ZINC000521782781;C18H3N6O3;-10,5;0;img/ZINC000521782781.jpg;-5,2;0,16
ZINC001191150978;C17H3N6O7P;-10,3;-1;img/ZINC001191150978.jpg;-3,59;0,19
ZINC001192961848;C20H5CLN6O5;-10,4;0;img/ZINC001192961848.jpg;-5,53;0,07
ZINC001197789891;C16HN6O8PS;-10,8;-2;img/ZINC001197789891.jpg;-2,56;0,2
ZINC000515574022;C20H2N8O4;-10,3;0;img/ZINC000515574022.jpg;-4,79;0,2
ZINC001158494017;C22H2N6O;-10,1;0;img/ZINC001158494017.jpg;-5,39;0,2
ZINC000257263441;C25HN7O4;-10,8;0;img/ZINC000257263441.jpg;-5,54;0,04
ZINC000408603824;C27H2CL2N7O8;-10,9;0;img/ZINC000408603824.jpg;-6,61;0,17
ZINC000009211099;C25H2N7O;-10,7;1;img/ZINC000009211099.jpg;-7,19;0,16
ZINC001196156579;C15H3N7O8P;-10,2;-1;img/ZINC001196156579.jpg;-3,16;0,17
ZINC001148491847;C18H3N5O8P;-10,4;-1;img/ZINC001148491847.jpg;-3,76;0,07
ZINC001174720446;C19H3N5O8P;-10,5;-2;img/ZINC001174720446.jpg;-4,27;0,14
ZINC000034693297;C28F2N4O2;-10,1;0;img/ZINC000034693297.jpg;-6,55;0,03
ZINC000599804240;C21HN7;-10,1;0;img/ZINC000599804240.jpg;-5,2;0,13
ZINC000731746181;C20FN6O5;-10,4;0;img/ZINC000731746181.jpg;-5,12;0,19
ZINC000095480349;C22H4N9O3;-10,3;0;img/ZINC000095480349.jpg;-3,91;0,46
ZINC000028566456;C19H4N8O5;-10,3;-1;img/ZINC000028566456.jpg;-4,74;0,29
ZINC000299856393;C34HN8O4;-11,4;0;img/ZINC000299856393.jpg;-7,42;0,11
ZINC000053549069;C17HN6O4S;-10,2;0;img/ZINC000053549069.jpg;-2,68;0,15
ZINC000009152988;C23HCLN6O2;-10,6;0;img/ZINC000009152988.jpg;-6,98;0,12
ZINC001142385520;C21N8O4;-11,1;0;img/ZINC001142385520.jpg;-4,76;0,06
ZINC000642372301;C20H2N7O5S;-10,7;0;img/ZINC000642372301.jpg;-2,39;0,06
ZINC000033866872;C20H6N6O6;-10,4;0;img/ZINC000033866872.jpg;-3,44;0,14
ZINC001155766559;C20H2N6O;-10,5;0;img/ZINC001155766559.jpg;-5,16;0,17
ZINC000015927795;C21N6O5S;-10,2;0;img/ZINC000015927795.jpg;-3,23;0,28
ZINC000027313904;C31H4N12O3S3;-11,7;0;img/ZINC000027313904.jpg;-3,76;0,31
ZINC000096281336;C27CLFN4O4;-10,1;0;img/ZINC000096281336.jpg;-5,96;0,13
ZINC000009156806;C23N9O2S;-10,2;0;img/ZINC000009156806.jpg;-6,28;0,19
ZINC000919462641;C19H3N7O5;-10,5;0;img/ZINC000919462641.jpg;-3,67;0,22
ZINC000785245093;C19HN6O4;-10,5;0;img/ZINC000785245093.jpg;-4,71;0,08
ZINC001174141765;C18H3N6O7P;-10,2;-2;img/ZINC001174141765.jpg;-3,18;0,31
ZINC001189483266;C16H2N7O8P;-11,8;-1;img/ZINC001189483266.jpg;-3,67;0,1
ZINC001041597034;C15H4N9O;-10,1;0;img/ZINC001041597034.jpg;-6,06;0,16
ZINC001170227451;C17H3N8O2;-11,1;0;img/ZINC001170227451.jpg;-5,61;0,14
ZINC000096901089;C33H6N6O9P;-11,1;0;img/ZINC000096901089.jpg;-2,32;0,64
ZINC000198978825;C26H4CLFN9O;-10,7;1;img/ZINC000198978825.jpg;-7,15;0,11
ZINC000005360008;C25H3BRN7O5;-10,3;0;img/ZINC000005360008.jpg;-5,18;0,29
ZINC000027621125;C22H4FN6O6;-10,7;0;img/ZINC000027621125.jpg;-4,12;0,23
ZINC000049780356;C38H7N9O6;-11,2;0;img/ZINC000049780356.jpg;-2,56;0,35
ZINC000049766832;C28H4N6O6;-10,2;0;img/ZINC000049766832.jpg;-4,81;0,78
ZINC000101148330;C18H2N5O7P;-10,7;-1;img/ZINC000101148330.jpg;-4,2;0,13
ZINC001186424224;C21H2N6O2;-10,2;0;img/ZINC001186424224.jpg;-5,92;0,02
ZINC000101410743;C27H2FN9O2;-10,2;0;img/ZINC000101410743.jpg;-5,21;0,09
ZINC000029125053;C32H3N7O8;-10,1;-1;img/ZINC000029125053.jpg;-4,64;0,33
ZINC001186165429;C17H4FN5O3;-10,4;0;img/ZINC001186165429.jpg;-6,1;0,24
ZINC000065748997;C28H2N5O2;-10,2;0;img/ZINC000065748997.jpg;-6,5;0,03
ZINC001245647227;C19N5O2;-10,3;0;img/ZINC001245647227.jpg;-5,67;0,04
ZINC000762048995;C19N9O3;-10,3;0;img/ZINC000762048995.jpg;-4,82;0,11
ZINC000009764322;C24HFN7O2;-10,3;1;img/ZINC000009764322.jpg;-6,42;0,24
ZINC001199789055;C18H2N7O7P;-10,5;-1;img/ZINC001199789055.jpg;-3,03;0,18
ZINC000439150658;C21H4N6O5;-10,2;0;img/ZINC000439150658.jpg;-5,14;0,4
ZINC000737590357;C15H2N10O3;-10,4;0;img/ZINC000737590357.jpg;-4,73;0,1
ZINC000499609062;C23N6O5;-10,4;0;img/ZINC000499609062.jpg;-5,06;0,11
ZINC001159900070;C22H2FN7;-10,5;0;img/ZINC001159900070.jpg;-5,3;0,07
ZINC000008459638;C18H2N6O4;-10,1;0;img/ZINC000008459638.jpg;-4,53;0,12
ZINC001170220908;C18H4N6O3;-10,3;0;img/ZINC001170220908.jpg;-4,98;0,21
ZINC000785165891;C18H2N6O6;-10,5;0;img/ZINC000785165891.jpg;-4,04;0,23
ZINC000097982537;C27HCL2N4O4;-10,2;0;img/ZINC000097982537.jpg;-7,42;0,15
ZINC000044069676;C29H5N6O8S;-10,4;0;img/ZINC000044069676.jpg;-2,84;0,41
ZINC000673816262;C21N5;-10,1;0;img/ZINC000673816262.jpg;-6,43;0,01
ZINC000257274738;C26H2N7O5;-10,5;0;img/ZINC000257274738.jpg;-5,2;0,22
ZINC000027623443;C22H4N6O6;-10,4;0;img/ZINC000027623443.jpg;-4,17;0,22
ZINC000607698356;C20FN5O4;-10,2;0;img/ZINC000607698356.jpg;-4,84;0,07
ZINC000096281324;C25CLFN5O4;-10,4;0;img/ZINC000096281324.jpg;-7,06;0,08
ZINC000029125040;C27H4N7O6;-10,3;0;img/ZINC000029125040.jpg;-5,24;0,33
ZINC001185065032;C16H3CLF2N5O2;-10,2;0;img/ZINC001185065032.jpg;-5,72;0,18
ZINC000008991427;C20H4CLN7O;-10,3;1;img/ZINC000008991427.jpg;-7,5;0,14
ZINC001148539011;C18H4N6O8P;-11,9;-1;img/ZINC001148539011.jpg;-3,41;0,11
ZINC001202626287;C18H3N6O7P;-11;-1;img/ZINC001202626287.jpg;-3,26;0,1
ZINC001219094333;C20H4N6O2;-10,6;0;img/ZINC001219094333.jpg;-5,52;0,11
ZINC000918864466;C20HFN5O6;-10,4;0;img/ZINC000918864466.jpg;-4,41;0,27
ZINC000170624264;C18H2N5O3;-10,1;0;img/ZINC000170624264.jpg;-5,27;0,08
ZINC000101409264;C27H2F3N8O3;-11,1;0;img/ZINC000101409264.jpg;-5,58;0,15
ZINC001183153457;C21H2N8O4;-10,2;0;img/ZINC001183153457.jpg;-4,57;0,49
ZINC000877868092;C22N8O5;-10,5;0;img/ZINC000877868092.jpg;-3,35;0,25
ZINC000011692393;C23N5O3;-10,7;0;img/ZINC000011692393.jpg;-5,76;0,15
ZINC001199695319;C24H5N6O5;-10,1;0;img/ZINC001199695319.jpg;-4,09;0,58
ZINC000785337103;C17H3N9O4;-10,1;0;img/ZINC000785337103.jpg;-4,98;0,45
ZINC000573003803;C19H2N6O4;-10,7;-1;img/ZINC000573003803.jpg;-4,49;0,04
ZINC001142268571;C16H3N7O7P;-10,5;-1;img/ZINC001142268571.jpg;-3,37;0,08
ZINC000679018592;C21N8O3;-10,3;0;img/ZINC000679018592.jpg;-4,41;0,1
ZINC000503117220;C21HN6O5;-10,4;0;img/ZINC000503117220.jpg;-4,5;0,09
ZINC001055174106;C19H2N6O2;-10,2;0;img/ZINC001055174106.jpg;-5,65;0,24
ZINC000016056462;C22N6O5;-11;0;img/ZINC000016056462.jpg;-5,56;0,15
ZINC000010969048;C22FN6O3;-10,3;0;img/ZINC000010969048.jpg;-5,77;0,05
ZINC000095577953;C30H2N8;-10,9;0;img/ZINC000095577953.jpg;-6,54;0,18
ZINC000427823786;C19H3N6O4;-10,6;0;img/ZINC000427823786.jpg;-4,91;0,24
ZINC000535932402;C19HN8O3;-10,8;0;img/ZINC000535932402.jpg;-5,74;0,13
ZINC000755353164;C20H2N6O6;-10,2;0;img/ZINC000755353164.jpg;-3,96;0,16
ZINC000049792600;C23H7N8O6;-10,5;0;img/ZINC000049792600.jpg;-2,62;0,26
ZINC001147233545;C16H2N6O7PS;-10,2;-1;img/ZINC001147233545.jpg;-3,41;0,17
ZINC000011361900;C20H2N6O5;-10,1;0;img/ZINC000011361900.jpg;-5,02;0,21
ZINC000012469605;C23N6O3S;-10,1;0;img/ZINC000012469605.jpg;-7,16;0,32
ZINC000299838967;C19H8N8O15P2;-10,2;-2;img/ZINC000299838967.jpg;-1,88;0,27
ZINC000520161323;C21H3N8O4;-11,7;0;img/ZINC000520161323.jpg;-4,65;0,33
ZINC000047042133;C19H2N7O4;-10,3;0;img/ZINC000047042133.jpg;-4;0,09
ZINC001230002623;C18HN4O2;-10,1;0;img/ZINC001230002623.jpg;-6,82;0,18
ZINC000614652259;C16H4N9O3;-10,5;0;img/ZINC000614652259.jpg;-5,83;0,09
ZINC000054324030;C18H2N7O4;-10,1;0;img/ZINC000054324030.jpg;-3,89;0,14
ZINC000447660257;C18H3N6O4;-10,3;0;img/ZINC000447660257.jpg;-4,96;0,12
ZINC001193213898;C15HN5O9PS;-10,3;-2;img/ZINC001193213898.jpg;-2,64;0,16
ZINC000006899838;C21HN7O;-10,3;0;img/ZINC000006899838.jpg;-6,06;0,09
ZINC001237517239;C16H3N6O8PS;-10,4;-2;img/ZINC001237517239.jpg;-2,06;0,11
ZINC000762904726;C19H2N6O5;-10,4;0;img/ZINC000762904726.jpg;-4,65;0,07
ZINC000462727699;C20N6O4;-10,3;0;img/ZINC000462727699.jpg;-5;0,04
ZINC000009672232;C22N5O5;-10,3;0;img/ZINC000009672232.jpg;-6,1;0,32
ZINC000012405765;C31H4N7O5;-11;0;img/ZINC000012405765.jpg;-4,37;0,29
ZINC001164854536;C21H2CLF2N6O2;-10,1;0;img/ZINC001164854536.jpg;-6,03;0,1
ZINC000046280773;C18H3N7O5;-10,5;0;img/ZINC000046280773.jpg;-3,29;0,09
ZINC000055364311;C26N6O3;-10,4;0;img/ZINC000055364311.jpg;-5,18;0,22
ZINC001164416654;C17HBRCLF2N7O;-10,1;0;img/ZINC001164416654.jpg;-6,27;0,2
ZINC001180254877;C15H3N7O8P;-11,5;-1;img/ZINC001180254877.jpg;-3,44;0,18
ZINC000299865368;C35HN8O5;-11,7;0;img/ZINC000299865368.jpg;-6,76;0,27
ZINC000049841511;C38H5N8O7;-12,2;0;img/ZINC000049841511.jpg;-4,42;0,39
ZINC001155109265;C19H2CLN6O2;-10,4;0;img/ZINC001155109265.jpg;-5,17;0,25
ZINC000891736455;C18H2FN6O2;-10,4;0;img/ZINC000891736455.jpg;-4,97;0,02
ZINC001164802004;C20H2CL2F2N7O2;-10,4;0;img/ZINC001164802004.jpg;-7,02;0,16
ZINC000003020471;C29HF3N5O5;-10,2;0;img/ZINC000003020471.jpg;-4,94;0,2
ZINC001142385303;C20HN7O5;-11;0;img/ZINC001142385303.jpg;-4,59;0,09
ZINC000495652296;C20N5O4;-10,1;0;img/ZINC000495652296.jpg;-5,29;0,05
ZINC000077319892;C30H6N5O10P;-12,2;-2;img/ZINC000077319892.jpg;-4,59;0,43
ZINC000257318229;C26H2N7O5;-10,1;0;img/ZINC000257318229.jpg;-5,46;0,05
ZINC000856577998;C22N7O4;-10,3;0;img/ZINC000856577998.jpg;-5,85;0,15
ZINC000527206152;C17HN7O5;-10,2;-1;img/ZINC000527206152.jpg;-4,58;0,1
ZINC001185589609;C16H3CLN8O2;-10,1;0;img/ZINC001185589609.jpg;-4,27;0,08
ZINC000553391298;C20H4N6O5;-10,2;0;img/ZINC000553391298.jpg;-4,55;0,35
ZINC001153947345;C18H4N5O4;-10,6;0;img/ZINC001153947345.jpg;-6,4;0,25
ZINC001272586833;C18F3N6O4;-10,7;0;img/ZINC001272586833.jpg;-4,47;0,27
ZINC000066104405;C26H5FN6O8P;-10,7;0;img/ZINC000066104405.jpg;-2,15;0,26
ZINC000426382606;C18H3N6O2;-10,2;0;img/ZINC000426382606.jpg;-5,18;0,01
ZINC000615879311;C20HCLN7O4;-11;0;img/ZINC000615879311.jpg;-5,13;0,15
ZINC000144824335;C20H3N5O4;-10,5;0;img/ZINC000144824335.jpg;-6,31;0,21
ZINC000040421104;C25H2N6O5S;-11,3;0;img/ZINC000040421104.jpg;-3,38;0,12
ZINC000257272220;C21HN7O4;-10,7;0;img/ZINC000257272220.jpg;-5,02;0,1
ZINC000008614198;C18H2N8O4;-10,2;0;img/ZINC000008614198.jpg;-3,99;0,12
ZINC000048222133;C17H4FN5O7S;-10,1;0;img/ZINC000048222133.jpg;-2,38;0,1
ZINC001342023924;C19H2N8O4;-10,4;0;img/ZINC001342023924.jpg;-4,52;0,16
ZINC000049777511;C19H9N8O15P2;-10,7;-2;img/ZINC000049777511.jpg;-0,35;0,1
ZINC000257236655;C21H4N8O3;-10,6;0;img/ZINC000257236655.jpg;-4,06;0,36
ZINC000543549672;C19H2FN7O3;-10,6;0;img/ZINC000543549672.jpg;-5,83;0,32
ZINC000049771936;C28H7N8O6;-10,8;0;img/ZINC000049771936.jpg;-4,36;0,41
ZINC000057010897;C29N6O2;-10,3;0;img/ZINC000057010897.jpg;-6,94;0,17
ZINC000025953004;C20HFN6O3;-10,4;0;img/ZINC000025953004.jpg;-5,7;0,16
ZINC000028710278;C21H2F2N5O8P;-11,4;0;img/ZINC000028710278.jpg;-4,08;0,17
ZINC000289322031;C19N5O5;-10,3;0;img/ZINC000289322031.jpg;-5,7;0,02
ZINC001170219146;C18H5N8O2;-12;0;img/ZINC001170219146.jpg;-5,05;0,21
ZINC001174019431;C17H3FN5O7P;-10,1;-2;img/ZINC001174019431.jpg;-3,29;0,19
