zincid;molecular_formula;binding_energy;charge;2D;binding_energy AD4;standard deviation
ZINC000009211264;C21HCLN7O;-10,1;0;img/ZINC000009211264.jpg;-6,49;0,12
ZINC000496881807;C21HN7O3;-10,7;0;img/ZINC000496881807.jpg;-5,24;0,18
ZINC000033258069;C17H2F2N8O3S2;-10,3;0;img/ZINC000033258069.jpg;-5,39;0,11
ZINC000540790736;C19HFN5O4;-10,1;0;img/ZINC000540790736.jpg;-4,62;0,05
ZINC000493945735;C20HN8O3;-10,5;0;img/ZINC000493945735.jpg;-5,72;0,19
ZINC001354234460;C16HN5O2;-10,2;-1;img/ZINC001354234460.jpg;-5,34;0,01
ZINC000150387855;C32CL2N6O7S;-10,9;0;img/ZINC000150387855.jpg;-5,43;0,29
ZINC000257203847;C22H2N7O4;-10,6;0;img/ZINC000257203847.jpg;-5,24;0,27
ZINC000824670132;C21HN9;-10,7;-1;img/ZINC000824670132.jpg;-6,58;0,09
ZINC001170227631;C16H2N8O3;-10,1;-1;img/ZINC001170227631.jpg;-6,18;0,12
ZINC000082157146;C20HFN7O;-10,9;0;img/ZINC000082157146.jpg;-5,39;0,17
ZINC001186910591;C17H3N6O8P;-10,7;-1;img/ZINC001186910591.jpg;-3,27;0,12
ZINC000016163502;C23N5O6;-10,4;0;img/ZINC000016163502.jpg;-5,06;0,21
ZINC000150399448;C38HF3N5O8;-11,4;0;img/ZINC000150399448.jpg;-4,8;0,21
ZINC000049898163;C35H5N8O6;-11,9;0;img/ZINC000049898163.jpg;-4,46;0,15
ZINC000101407976;C26H2CL2FN8O2;-10,9;0;img/ZINC000101407976.jpg;-5,38;0,09
ZINC000015799757;C20HN6O6;-10,3;0;img/ZINC000015799757.jpg;-4,43;0,11
ZINC000028393127;C21H6BRN10O4;-10,3;0;img/ZINC000028393127.jpg;-4,29;0,34
ZINC000062301225;C30N6O3;-10,5;0;img/ZINC000062301225.jpg;-6,74;0,14
ZINC000008591267;C26CLN7O;-11,4;0;img/ZINC000008591267.jpg;-7,79;0,01
ZINC000594501740;C23H4N7O4;-10,4;1;img/ZINC000594501740.jpg;-4,87;0,41
ZINC000009707559;C24FN6O2;-10,3;0;img/ZINC000009707559.jpg;-5,75;0,14
ZINC000073315038;C24H2N8O5;-10,5;-1;img/ZINC000073315038.jpg;-5,04;0,16
ZINC000245296126;C24HN6O;-10,3;0;img/ZINC000245296126.jpg;-7,38;0,07
ZINC000653331674;C19H3N5O5;-10,8;-1;img/ZINC000653331674.jpg;-5,05;0,14
ZINC000009211164;C25N6O;-12,1;0;img/ZINC000009211164.jpg;-7,43;0,01
ZINC000049867586;C24H2CLN6O4S;-11,4;0;img/ZINC000049867586.jpg;-3,94;0,2
ZINC001188628747;C16H2N6O8P;-10,6;-2;img/ZINC001188628747.jpg;-3,96;0,02
ZINC000008725050;C23HN7O2;-10,5;1;img/ZINC000008725050.jpg;-6,58;0,16
ZINC000053557060;C18HCLN6O3;-10,4;0;img/ZINC000053557060.jpg;-5,05;0,04
ZINC001192962773;C17H2N7O7P;-10,4;-1;img/ZINC001192962773.jpg;-3,22;0,19
ZINC000004818404;C20HN6O3;-10,5;0;img/ZINC000004818404.jpg;-6,21;0,01
ZINC000049792722;C17H4CLN5O10PS;-10,3;-2;img/ZINC000049792722.jpg;-5,11;0,26
ZINC001151957856;C15H5N6O3;-10,1;0;img/ZINC001151957856.jpg;-4,45;0,16
ZINC000095537516;C36H8N9O7S;-10,3;0;img/ZINC000095537516.jpg;-2,14;0,54
ZINC000463080071;C19HCLN6O3;-10,1;0;img/ZINC000463080071.jpg;-5,04;0,07
ZINC001318375282;C20N8O3;-10,7;0;img/ZINC001318375282.jpg;-6,09;0,15
ZINC000095543613;C22H5N6O18P3;-10,5;-4;img/ZINC000095543613.jpg;-1,55;0,6
ZINC000557083648;C20HN5O5;-10,4;0;img/ZINC000557083648.jpg;-5,05;0,22
ZINC000615879904;C21HCLN7O4;-10,4;0;img/ZINC000615879904.jpg;-5,01;0,26
ZINC000049774390;C26H6N8O7S;-10,8;0;img/ZINC000049774390.jpg;-3,39;0,18
ZINC000044600813;C18HN9O3;-10,2;0;img/ZINC000044600813.jpg;-5,61;0,08
ZINC000222964088;C24H6N9O6;-11,4;0;img/ZINC000222964088.jpg;-3,93;0,19
ZINC000018277174;C22HN6O5S;-10,1;0;img/ZINC000018277174.jpg;-2,77;0,21
ZINC000257243965;C22H5N8O4;-10,6;0;img/ZINC000257243965.jpg;-3,78;0,49
ZINC000005822708;C24BR2N4O3;-10,2;0;img/ZINC000005822708.jpg;-6,93;0,26
ZINC000785165291;C18HFN6O4;-10,2;0;img/ZINC000785165291.jpg;-5,24;0,12
ZINC000029056483;C23HF3N8O3;-10,4;0;img/ZINC000029056483.jpg;-5,75;0,06
ZINC000058512426;C25H6N9O9S;-10,6;-1;img/ZINC000058512426.jpg;-4,1;0,26
ZINC001177632339;C17H2N6O8P;-10,8;-1;img/ZINC001177632339.jpg;-3,31;0,2
ZINC000029129044;C20CLN6O5S;-10,9;0;img/ZINC000029129044.jpg;-5,9;0,18
ZINC000653838826;C25H3N10O3;-10,7;0;img/ZINC000653838826.jpg;-4,01;0,26
ZINC000034692790;C27F3N4O2;-10,2;0;img/ZINC000034692790.jpg;-5,4;0,05
ZINC001188646574;C16H2FN6O7P;-11,3;-1;img/ZINC001188646574.jpg;-3,42;0,25
ZINC000504923763;C22HCLN7O4;-10,4;0;img/ZINC000504923763.jpg;-4,75;0,2
ZINC001142384309;C23N6O5;-10,8;0;img/ZINC001142384309.jpg;-5,27;0,04
ZINC000028764164;C28H2N7O8P;-11;-2;img/ZINC000028764164.jpg;-6,25;0,01
ZINC000497585956;C20FN5O4;-10,5;0;img/ZINC000497585956.jpg;-5,06;0,07
ZINC000002546727;C26N8O5;-10,6;0;img/ZINC000002546727.jpg;-7,15;0,05
ZINC000198994145;C26H2F3N8;-10,6;0;img/ZINC000198994145.jpg;-5,07;0,15
ZINC000834088437;C18H2N7O3;-10,1;-1;img/ZINC000834088437.jpg;-5,73;0
ZINC001245452656;C18HN5O3;-10,1;0;img/ZINC001245452656.jpg;-6,39;0
ZINC000042128826;C18HFN5O4;-10,4;0;img/ZINC000042128826.jpg;-5,17;0,12
ZINC000009491633;C20HN6O5S;-10,3;0;img/ZINC000009491633.jpg;-5,61;0,24
ZINC000049000215;C23H4N5O4;-10,7;0;img/ZINC000049000215.jpg;-5,6;0,24
ZINC001158058754;C23HN6O;-10,6;0;img/ZINC001158058754.jpg;-5,79;0,06
ZINC000650224852;C20FN5O3;-11,2;0;img/ZINC000650224852.jpg;-5,72;0
ZINC000006936119;C23HN6O2;-10,5;0;img/ZINC000006936119.jpg;-6,35;0,08
ZINC000063110575;C19H4N8O4;-10,6;1;img/ZINC000063110575.jpg;-5,97;0,1
ZINC001212267226;C15H3N6O7P;-10,7;-1;img/ZINC001212267226.jpg;-3,49;0,2
ZINC000377819990;C34H7N7O9S;-11,2;0;img/ZINC000377819990.jpg;-5,8;0,4
ZINC000067049841;C20H2N7O;-10,3;0;img/ZINC000067049841.jpg;-6,23;0,01
ZINC000058608569;C22H2N5O;-10,2;0;img/ZINC000058608569.jpg;-6,47;0,08
ZINC001176221537;C16H4CLFN5O4;-10,1;0;img/ZINC001176221537.jpg;-5,25;0,39
ZINC000029127097;C34H5N7O4;-10,9;0;img/ZINC000029127097.jpg;-4,71;0,49
ZINC001242201763;C20H2F2N5O2;-10,2;0;img/ZINC001242201763.jpg;-6,2;0,12
ZINC000028569581;C24H5CL2N10O6;-10,8;0;img/ZINC000028569581.jpg;-4,1;0,45
ZINC001240107209;C19HF3N5O;-10,5;0;img/ZINC001240107209.jpg;-5,55;0,12
ZINC000028764076;C20H4CLIN6O3;-10,5;0;img/ZINC000028764076.jpg;-5,2;0,26
ZINC000011692397;C22CLN5O3;-10,1;0;img/ZINC000011692397.jpg;-5,76;0,09
ZINC000299860617;C34HCLN8O4;-11;0;img/ZINC000299860617.jpg;-7,64;0,26
ZINC000028568661;C21H3IN7O4;-10,1;0;img/ZINC000028568661.jpg;-4,6;0,29
ZINC000785109121;C20HN7O5;-11,1;0;img/ZINC000785109121.jpg;-4,67;0,13
ZINC000064966067;C28H2N5O2;-10,1;0;img/ZINC000064966067.jpg;-6,4;0,09
ZINC001259908483;C15HN5O9PS;-10,7;-2;img/ZINC001259908483.jpg;-3,5;0,07
ZINC001134516736;C21HCLN6O4;-10,1;0;img/ZINC001134516736.jpg;-4,85;0,08
ZINC000012405768;C29H5N7O4;-10,9;0;img/ZINC000012405768.jpg;-4,45;0,24
ZINC000006530256;C24N5O3S;-10,5;0;img/ZINC000006530256.jpg;-6,95;0,1
ZINC000918611415;C20HN7O5S;-10,4;0;img/ZINC000918611415.jpg;-2,46;0,13
ZINC000049116600;C27H2N6O2;-10,3;0;img/ZINC000049116600.jpg;-5,68;0,11
ZINC000013559497;C19HN5O7S;-10,2;0;img/ZINC000013559497.jpg;-4,64;0,07
ZINC000101462087;C31H2N10O4;-10,2;0;img/ZINC000101462087.jpg;-3,22;0,17
ZINC001156091899;C20HFN5O2;-10,3;0;img/ZINC001156091899.jpg;-5,61;0,06
ZINC000009635280;C25N4O4;-10,4;0;img/ZINC000009635280.jpg;-6,75;0,08
ZINC000004887494;C31H2N4O9;-10,7;0;img/ZINC000004887494.jpg;-4,68;0,31
ZINC000095607899;C34H6BRN7O7;-10,8;0;img/ZINC000095607899.jpg;-4,1;0,16
ZINC001191934467;C15H2CLN7O7P;-10,1;-1;img/ZINC001191934467.jpg;-3,59;0,16
ZINC000257235538;C21H2N7O4;-10,5;0;img/ZINC000257235538.jpg;-5,11;0,25
ZINC000000679633;C24HN5O5;-11,3;0;img/ZINC000000679633.jpg;-6,29;0,09
ZINC001186650766;C21H5FN6O5;-10,9;0;img/ZINC001186650766.jpg;-5,62;0,4
ZINC000009211161;C23HCLN6O;-10,7;0;img/ZINC000009211161.jpg;-6,81;0,06
ZINC000487129608;C21HN6O5;-10,2;0;img/ZINC000487129608.jpg;-4,34;0,22
ZINC000069949227;C25H3N5O5;-10,5;0;img/ZINC000069949227.jpg;-6,01;0,19
ZINC000013649557;C22H4N5O4;-10,3;0;img/ZINC000013649557.jpg;-5,58;0,17
ZINC000523279195;C18HN9O4;-10,3;0;img/ZINC000523279195.jpg;-5,24;0,15
ZINC001243680234;C22FN5O;-10,2;0;img/ZINC001243680234.jpg;-5,42;0,06
ZINC000118925452;C27N4O2S;-10,5;0;img/ZINC000118925452.jpg;-8,93;0,04
ZINC000028249507;C13H3N5O3S;-10,2;0;img/ZINC000028249507.jpg;-3,09;0,02
ZINC000150560031;C40H6N8O5S;-10,4;1;img/ZINC000150560031.jpg;-5,39;0,38
ZINC000096347332;C27N5O2;-10,1;0;img/ZINC000096347332.jpg;-7,29;0,02
ZINC000472475591;C19HN9O;-10,6;0;img/ZINC000472475591.jpg;-4,95;0,07
ZINC000183474150;C20HN5O4;-10,1;0;img/ZINC000183474150.jpg;-5,78;0,15
ZINC001170226515;C20H4N8O3;-10,4;0;img/ZINC001170226515.jpg;-5,29;0,12
ZINC000084713213;C34H7N8O4;-10,2;0;img/ZINC000084713213.jpg;-3,55;0,73
ZINC001187861959;C13HN6O8PS2;-10,7;-2;img/ZINC001187861959.jpg;-2,88;0,14
ZINC000012405929;C19H5FN7O5;-10,4;0;img/ZINC000012405929.jpg;-4,48;0,32
ZINC000150591156;C36H7N7O9;-10,5;0;img/ZINC000150591156.jpg;-2,57;0,4
ZINC000084687375;C33H3CLN5O2;-10,2;0;img/ZINC000084687375.jpg;-7,46;0,1
ZINC000057122075;C26CLN6O2;-10,4;0;img/ZINC000057122075.jpg;-6,65;0,14
ZINC001254526201;C19H3N6O6S;-10,3;-1;img/ZINC001254526201.jpg;-2,91;0,26
ZINC001180942762;C19H2N6O7P;-10,2;-1;img/ZINC001180942762.jpg;-3,37;0,08
ZINC001218633124;C17H3N6O7P;-11,3;-1;img/ZINC001218633124.jpg;-3,95;0,1
ZINC000004747967;C31HN4O7S;-10,5;0;img/ZINC000004747967.jpg;-4,86;0,51
ZINC000028563217;C25HN7O4;-10,4;0;img/ZINC000028563217.jpg;-6,65;0,25
ZINC000531806518;C18HN5O5S;-10,2;0;img/ZINC000531806518.jpg;-2,84;0,11
ZINC000011692407;C23N5O3;-10,3;0;img/ZINC000011692407.jpg;-6,05;0,1
ZINC001148283697;C20HN5O2;-10,2;0;img/ZINC001148283697.jpg;-5,35;0,14
ZINC000034206391;C24H2CLFN5O5;-10,6;0;img/ZINC000034206391.jpg;-4,98;0,1
ZINC000916509640;C21N6O5;-10,4;0;img/ZINC000916509640.jpg;-4,47;0,13
ZINC000032353431;C21N6O4;-10,3;0;img/ZINC000032353431.jpg;-4,19;0,04
ZINC000009059693;C22HN7O2;-10,1;0;img/ZINC000009059693.jpg;-6,34;0,03
ZINC000096900402;C35H6N7O4;-11,2;0;img/ZINC000096900402.jpg;-4,11;0,28
ZINC000018816460;C19HF3N6O4;-10,2;0;img/ZINC000018816460.jpg;-3,86;0,05
ZINC000473154768;C32H2N8O2;-10,9;0;img/ZINC000473154768.jpg;-6,62;0,57
ZINC000072403229;C25H3N8O2;-11,4;0;img/ZINC000072403229.jpg;-6,01;0,26
ZINC001245546789;C17HN6O2;-10,3;0;img/ZINC001245546789.jpg;-5,82;0,01
ZINC000013488584;C25H2F3N6O;-10,3;0;img/ZINC000013488584.jpg;-5,45;0,15
ZINC000063563007;C29HN8O2;-10,7;0;img/ZINC000063563007.jpg;-6,95;0,35
ZINC000471037276;C18H3N7O4;-10,2;1;img/ZINC000471037276.jpg;-5,41;0,18
ZINC000506127921;C20HN5O3;-10,2;0;img/ZINC000506127921.jpg;-4,92;0,08
ZINC000364437386;C17H3N9O3;-10,2;0;img/ZINC000364437386.jpg;-5,85;0,18
ZINC000005360002;C25H3BRN7O5;-10,3;0;img/ZINC000005360002.jpg;-4,68;0,12
ZINC000589927382;C22HN6O5;-10,8;0;img/ZINC000589927382.jpg;-4,67;0,25
ZINC000010968878;C24N6O3;-10,4;0;img/ZINC000010968878.jpg;-6,41;0,02
ZINC000034805164;C23H2F3N6O;-10,3;0;img/ZINC000034805164.jpg;-5,14;0,11
ZINC000908543728;C20HN8;-11;0;img/ZINC000908543728.jpg;-6,83;0,04
ZINC001165003185;C24FN8O2;-10,2;0;img/ZINC001165003185.jpg;-5,59;0,01
ZINC000008706148;C23HCLN7O2;-10,1;1;img/ZINC000008706148.jpg;-6,95;0,07
ZINC000029124986;C36H2F2N7O4;-11,1;0;img/ZINC000029124986.jpg;-5,68;0,44
ZINC000015181618;C20HN5O7;-10,2;0;img/ZINC000015181618.jpg;-4,68;0,25
ZINC000009184737;C19HF2N7O3;-10,5;0;img/ZINC000009184737.jpg;-4,62;0,01
ZINC000808585281;C19HN4O6;-10,2;0;img/ZINC000808585281.jpg;-5,65;0,13
ZINC000519861971;C21F2N5OS;-10,1;0;img/ZINC000519861971.jpg;-6,26;0,04
ZINC000558952643;C17H4N7O5;-10,4;0;img/ZINC000558952643.jpg;-4,12;0,21
ZINC000095539244;C32H6N9O14P2;-11,6;-2;img/ZINC000095539244.jpg;-2,57;0,26
ZINC000006142555;C19H5N5O7;-10,2;0;img/ZINC000006142555.jpg;-4,36;0,33
ZINC001174378710;C20HN7O;-10,3;0;img/ZINC001174378710.jpg;-5,51;0,05
ZINC001142384418;C19N8O4;-10,2;0;img/ZINC001142384418.jpg;-3,99;0,05
ZINC000575313571;C22FN7O3;-10,7;0;img/ZINC000575313571.jpg;-5,39;0,03
ZINC000301416981;C21H2N5O2S;-10,2;0;img/ZINC000301416981.jpg;-3,52;0,21
ZINC001218634691;C16H4N7O7P;-10,3;-1;img/ZINC001218634691.jpg;-2,9;0,07
ZINC000034692739;C28F2N4O2;-10,1;0;img/ZINC000034692739.jpg;-6,44;0,03
ZINC000011164263;C22H2N5O4;-10,8;0;img/ZINC000011164263.jpg;-5,89;0,19
ZINC000299837422;C30H4F2N6O3;-10,3;0;img/ZINC000299837422.jpg;-6,35;0,36
ZINC000426496747;C19HN9;-10,3;0;img/ZINC000426496747.jpg;-6,02;0,22
ZINC000634544015;C21F3N8O3;-11,4;0;img/ZINC000634544015.jpg;-4,9;0,09
ZINC000585283885;C23H3N6O5;-10,4;1;img/ZINC000585283885.jpg;-7,21;0,02
ZINC000672244223;C20H4N8O4;-10,6;0;img/ZINC000672244223.jpg;-6,45;0,2
ZINC000546384796;C17N7O5S;-10,4;0;img/ZINC000546384796.jpg;-3,57;0,13
ZINC000748494800;C20H2N6O6;-10,3;0;img/ZINC000748494800.jpg;-4,68;0,31
ZINC000558144463;C22HN6O4;-10,1;0;img/ZINC000558144463.jpg;-4,89;0,18
ZINC000029037360;C21H2CLN7O3;-10,5;0;img/ZINC000029037360.jpg;-6,78;0,19
ZINC000028634982;C20H6FN6O5;-10,3;0;img/ZINC000028634982.jpg;-4,28;0,41
ZINC000808585280;C19HN4O6;-10,6;0;img/ZINC000808585280.jpg;-5,47;0,26
ZINC001147600307;C16H2N5O9P;-10,3;-1;img/ZINC001147600307.jpg;-3,39;0,06
ZINC000519896049;C20H3N8O5S;-10,5;0;img/ZINC000519896049.jpg;-2,68;0,07
ZINC000273096631;C20N5O3;-10,5;0;img/ZINC000273096631.jpg;-5,59;0,04
ZINC000049785338;C33H4N7O5;-10,7;0;img/ZINC000049785338.jpg;-4,93;0,47
ZINC000095450726;C23H2N5O3;-10,4;0;img/ZINC000095450726.jpg;-5,73;0,12
ZINC000049762702;C32H7N9O3;-10,5;1;img/ZINC000049762702.jpg;-4;0,91
ZINC000081138159;C35H3N5O7;-10,4;0;img/ZINC000081138159.jpg;-5,28;0,48
ZINC000762310482;C21N6O4;-10,3;0;img/ZINC000762310482.jpg;-5,49;0,13
ZINC000003090747;C21H6N11OS2;-10,5;0;img/ZINC000003090747.jpg;-4,76;0,15
ZINC000048222137;C23H4N5O8S;-11,5;0;img/ZINC000048222137.jpg;-2,56;0,12
ZINC001193220004;C17H4CLN5O9P;-10,5;-1;img/ZINC001193220004.jpg;-4,41;0,13
ZINC000808585283;C19HN4O6;-10,1;0;img/ZINC000808585283.jpg;-5,8;0,42
ZINC000257231279;C23H4N8O2;-10,6;0;img/ZINC000257231279.jpg;-3,83;0,25
ZINC000009545003;C28N4O4;-10,6;0;img/ZINC000009545003.jpg;-6,55;0,11
ZINC000770507691;C20H2N6O6;-10,6;0;img/ZINC000770507691.jpg;-3,99;0,15
ZINC000558144462;C22HN6O4;-10,3;0;img/ZINC000558144462.jpg;-5,17;0,33
ZINC000516330172;C19H5N7O5;-11,2;0;img/ZINC000516330172.jpg;-4,51;0,33
ZINC000917188381;C20HBRN7O3;-10,4;0;img/ZINC000917188381.jpg;-5,1;0,18
ZINC000728478077;C23HN6O5;-10,2;0;img/ZINC000728478077.jpg;-4,75;0,07
ZINC000028708055;C24CL2N8;-10,6;0;img/ZINC000028708055.jpg;-6,65;0,25
ZINC000028817636;C25H5CLN8O6;-10,4;0;img/ZINC000028817636.jpg;-4,59;0,41
ZINC000150574445;C39H6N8O5S;-10,2;1;img/ZINC000150574445.jpg;-5,13;0,12
ZINC000012405749;C30H4CL2N7O4;-11,2;0;img/ZINC000012405749.jpg;-5,17;0,19
ZINC001242323197;C21HFN5O;-10,6;0;img/ZINC001242323197.jpg;-5,47;0,08
ZINC000012405767;C24H4N7O4;-11;0;img/ZINC000012405767.jpg;-4,47;0,33
ZINC001186318620;C17H3FN5O8P;-10,4;-1;img/ZINC001186318620.jpg;-3,7;0,08
ZINC000031809287;C22H2N7O3;-10,1;0;img/ZINC000031809287.jpg;-4,85;0,3
ZINC000536759411;C19HN8O3S;-10,2;0;img/ZINC000536759411.jpg;-4,84;0,08
ZINC000613591209;C19H2N6O2;-10,3;0;img/ZINC000613591209.jpg;-5,62;0,09
ZINC000048302666;C21HN6O2;-10,2;1;img/ZINC000048302666.jpg;-6,48;0,06
ZINC000254794633;C31H3N5O8;-10,3;0;img/ZINC000254794633.jpg;-5,05;0,4
ZINC000072402767;C25H2FN7O2;-11,1;0;img/ZINC000072402767.jpg;-6,09;0,1
ZINC000012865968;C22H2N5O6S;-10,7;0;img/ZINC000012865968.jpg;-3,33;0,18
ZINC000029389079;C18H2FN5O6P;-10,4;0;img/ZINC000029389079.jpg;-3,6;0,12
ZINC000009152987;C23HCLN6O2;-10,4;0;img/ZINC000009152987.jpg;-6,95;0,11
ZINC000299840278;C34HN7O7P;-10,4;0;img/ZINC000299840278.jpg;-2,97;0,25
ZINC001176230700;C19H3N5O8P;-10,8;-2;img/ZINC001176230700.jpg;-4,31;0,31
ZINC000009707553;C22CLF2N6O2;-10,6;0;img/ZINC000009707553.jpg;-6,11;0,1
ZINC000049125150;C24H6N6O4;-10,5;0;img/ZINC000049125150.jpg;-4,74;0,25
ZINC000049762830;C34H4N12O2;-11,4;0;img/ZINC000049762830.jpg;-5,14;0,48
ZINC000918972331;C20N5O6;-10,3;0;img/ZINC000918972331.jpg;-3,94;0,13
ZINC001236501612;C21F2N5O;-10,4;0;img/ZINC001236501612.jpg;-5,13;0,09
ZINC001240061893;C22N5O2;-10,7;0;img/ZINC001240061893.jpg;-6,26;0,11
ZINC001205880585;C19F2N4O3;-10,1;0;img/ZINC001205880585.jpg;-6,26;0,08
ZINC000029390594;C30H10N10O6;-10,1;1;img/ZINC000029390594.jpg;-3,71;0,08
ZINC000034692939;C27N4O2;-10,2;0;img/ZINC000034692939.jpg;-6,04;0,02
ZINC000096900324;C32H6N6O9P;-11,1;0;img/ZINC000096900324.jpg;-2,3;0,28
ZINC000028866079;C20H5N6O6;-10,2;0;img/ZINC000028866079.jpg;-4,3;0,36
ZINC000728087083;C20HN5O7;-10,5;0;img/ZINC000728087083.jpg;-4,48;0,22
ZINC001182830595;C23H2N9O4;-10,6;0;img/ZINC001182830595.jpg;-4,73;0,34
ZINC000005313370;C24H4BRN7O5;-10,1;0;img/ZINC000005313370.jpg;-5,17;0,23
ZINC000053573928;C19H2N7O3;-10,6;0;img/ZINC000053573928.jpg;-4,7;0,07
ZINC000105500185;C29H2N5O7;-10,2;-1;img/ZINC000105500185.jpg;-5,51;0,17
ZINC001242322952;C21HN5O;-10,4;0;img/ZINC001242322952.jpg;-5,73;0,06
ZINC001259050961;C17H3N5O3S;-10,4;0;img/ZINC001259050961.jpg;-3,36;0,04
ZINC001164198386;C20H2N7;-10,6;1;img/ZINC001164198386.jpg;-5,99;0
ZINC001173689716;C19H2N5O;-10,2;-1;img/ZINC001173689716.jpg;-6,21;0,09
ZINC001142384584;C19N7O5;-10,7;0;img/ZINC001142384584.jpg;-6,48;0,16
ZINC000006936654;C23HN6O;-10,2;0;img/ZINC000006936654.jpg;-6,51;0,1
ZINC000010968970;C22FN6O2;-10,2;0;img/ZINC000010968970.jpg;-5,66;0,02
ZINC000614934374;C21CLN6O5;-10,6;0;img/ZINC000614934374.jpg;-5,13;0,12
ZINC000672242988;C20H3N6O4;-10,1;0;img/ZINC000672242988.jpg;-5,56;0,26
ZINC000150382487;C38HN5O7S;-11,1;0;img/ZINC000150382487.jpg;-5,16;0,34
ZINC001230448250;C19H2N5O3;-10,2;0;img/ZINC001230448250.jpg;-5,58;0,13
ZINC001177173604;C18H3N7O7P;-10,6;-1;img/ZINC001177173604.jpg;-3,8;0,11
ZINC001164993937;C24HCLFN6O;-10,2;1;img/ZINC001164993937.jpg;-7,23;0,08
ZINC000825366647;C19HN6O8;-10,1;0;img/ZINC000825366647.jpg;-4,47;0,1
ZINC000053573820;C19H2N7O3;-10,3;0;img/ZINC000053573820.jpg;-4,73;0,06
ZINC001157805205;C22FN5O;-10,4;0;img/ZINC001157805205.jpg;-6,03;0,08
ZINC001174515090;C19H3N6O7P;-10,5;-2;img/ZINC001174515090.jpg;-3,58;0,34
ZINC000350851852;C19HN8O;-10,1;0;img/ZINC000350851852.jpg;-5,28;0,36
ZINC000013815180;C22H5N5O5;-10,5;0;img/ZINC000013815180.jpg;-4,96;0,29
ZINC000095550035;C21H11N11O17P3;-11,6;-2;img/ZINC000095550035.jpg;;
ZINC001240076164;C23H2N6O;-10,2;0;img/ZINC001240076164.jpg;-5,78;0,11
ZINC000195091883;C18H3N5O4;-10,2;0;img/ZINC000195091883.jpg;-5,2;0,12
ZINC000521786561;C16H4N9O3;-10,2;0;img/ZINC000521786561.jpg;-4,2;0,23
ZINC000299834060;C31H4F3N7O3;-10,7;1;img/ZINC000299834060.jpg;-6,06;0,24
ZINC000006936566;C23HFN6O;-10,3;0;img/ZINC000006936566.jpg;-6,16;0,06
ZINC001142385568;C21HN8O3;-10,9;0;img/ZINC001142385568.jpg;-4,19;0,14
ZINC001133818062;C17HF2N6O4;-10,3;0;img/ZINC001133818062.jpg;-4,46;0,11
ZINC001236020689;C16N7O;-10,4;0;img/ZINC001236020689.jpg;-5,73;0,01
ZINC001189274035;C15H4N7O7PS;-11;-1;img/ZINC001189274035.jpg;-3,08;0,19
ZINC000015983183;C20H2N8O4;-10,3;0;img/ZINC000015983183.jpg;-4,48;0,16
ZINC000150615278;C34H6N7O6;-10,6;0;img/ZINC000150615278.jpg;-4,4;0,47
ZINC000027704116;C25HN4O7;-10,3;0;img/ZINC000027704116.jpg;-4,31;0,28
ZINC001202817325;C21H5N7O5;-11;0;img/ZINC001202817325.jpg;-4,97;0,61
ZINC000257204492;C24HN7O4;-10,6;0;img/ZINC000257204492.jpg;-5,22;0,24
ZINC000100008388;C32H3N5O4;-10,4;0;img/ZINC000100008388.jpg;-5,43;0,23
ZINC000004429707;C31H4N7O8;-10,4;0;img/ZINC000004429707.jpg;-3,94;0,3
ZINC000101731214;C27H3N8O4;-12,5;0;img/ZINC000101731214.jpg;-6,23;0,26
ZINC000004830723;C28H6N7O7;-11,2;0;img/ZINC000004830723.jpg;-3,24;0,48
ZINC000500264359;C19BRN5O4;-10,2;0;img/ZINC000500264359.jpg;-5,57;0,04
ZINC000785355582;C19H2N7O6;-10,8;0;img/ZINC000785355582.jpg;-3,74;0,07
ZINC000497422353;C19H2FN6O4;-10,3;0;img/ZINC000497422353.jpg;-4,64;0,1
ZINC001159983829;C19H2N8;-10,5;0;img/ZINC001159983829.jpg;-5,83;0,09
ZINC000028877551;C22H3N10O;-11;1;img/ZINC000028877551.jpg;-6,31;0,14
ZINC000428141717;C16H2N8O4;-10,4;0;img/ZINC000428141717.jpg;-4,64;0,08
ZINC000615881364;C21HCLN7O4;-11,3;0;img/ZINC000615881364.jpg;-4,9;0,07
ZINC000536749625;C19HN7O5;-10,2;0;img/ZINC000536749625.jpg;-6,26;0,11
ZINC000257230190;C26H3N7O5;-10,8;0;img/ZINC000257230190.jpg;-5,54;0,43
ZINC000278147318;C18N6O5;-10,4;0;img/ZINC000278147318.jpg;-5,99;0,07
ZINC000547092638;C20N7O5;-10,2;0;img/ZINC000547092638.jpg;-5,03;0,24
ZINC000195442175;C19H10N9O14P2;-10,5;-2;img/ZINC000195442175.jpg;;
ZINC000009211201;C27N6O;-11,5;0;img/ZINC000009211201.jpg;-7,57;0,03
ZINC001180647916;C18H3FN5O8P;-10,4;-1;img/ZINC001180647916.jpg;-4,06;0,25
ZINC000034692738;C28F2N4O2;-10,1;0;img/ZINC000034692738.jpg;-6,43;0,03
ZINC000518296495;C21H3FN7O;-10,4;0;img/ZINC000518296495.jpg;-5,78;0,02
ZINC000049771803;C33H4N7O4;-10,5;0;img/ZINC000049771803.jpg;-4,85;0,6
ZINC000004887503;C31H2N5O7;-10,5;0;img/ZINC000004887503.jpg;-5,71;0,3
ZINC001190743067;C18H2N6O8P;-10,8;-1;img/ZINC001190743067.jpg;-3,84;0,12
